input_row_key,input_company_name,candidate_name,candidate_website,score,is_best_match
0,24-SEVEN MEDIA NETWORK (PRIVATE) LIMITED,New Millennium Network,mnet.com.pk,77.34,True
0,24-SEVEN MEDIA NETWORK (PRIVATE) LIMITED,Private Helipad Ali Villa,,33.54,False
0,24-SEVEN MEDIA NETWORK (PRIVATE) LIMITED,24seven Research Network,24sevenresearchnetwork.com,47.16,False
0,24-SEVEN MEDIA NETWORK (PRIVATE) LIMITED,EmerioSoft,emeriosoft.com,45.49,False
0,24-SEVEN MEDIA NETWORK (PRIVATE) LIMITED,Asiatic Public Relations Network,apr.com.pk,76.54,False
1,2OPERATE A/S,2operate,2operate.com,78.59,True
1,2OPERATE A/S,CO 2 Operate,co2operate.com,50.0,False
1,2OPERATE A/S,Conzentrate,conzentrate.com,59.58,False
1,2OPERATE A/S,2A Pharma ApS.,2apharma.com,60.11,False
1,2OPERATE A/S,RenSams Solutions,rensams.dk,63.53,False
2,3 STEP IT A/S,3 Step IT A/S.,3stepit.dk,93.88,True
2,3 STEP IT A/S,3 Sixty IT Services,3sixty-its.co.uk,42.98,False
2,3 STEP IT A/S,3stepIT,3stepit.se,53.0,False
2,3 STEP IT A/S,3Step IT Oy.,karei.dev,47.02,False
2,3 STEP IT A/S,3IT,3it.cl,39.0,False
3,3 STEP IT AS,NIFU,iscy.no,56.33,False
3,3 STEP IT AS,3Step IT Oy.,karei.dev,47.67,False
3,3 STEP IT AS,3stepIT,3stepit.se,55.41,False
3,3 STEP IT AS,3 Step IT A/S.,3stepit.dk,61.38,True
3,3 STEP IT AS,3Step IT Group,3stepit.com,52.22,False
4,3 Step IT Sweden AB,Proact IT Sweden,proact.se,67.25,False
4,3 Step IT Sweden AB,3Step IT Group,3stepit.com,50.56,False
4,3 Step IT Sweden AB,3IT,3it.cl,33.91,False
4,3 Step IT Sweden AB,We Dig It,wedigit.se,71.48,True
4,3 Step IT Sweden AB,Basta Horlurarna,bastahorlurarna.se,70.88,False
5,"3DEGREES GROUP, INC.",3 degrees,3degrees.work,63.67,False
5,"3DEGREES GROUP, INC.",3DegreesCR,3deginc.com,55.42,False
5,"3DEGREES GROUP, INC.",3Degrees Inc.,3degreesinc.com,74.15,True
5,"3DEGREES GROUP, INC.",3Degrees Media,3degrees.asia,50.93,False
5,"3DEGREES GROUP, INC.",3 Degrees,3degreessf.com,56.35,False
6,3Step IT Group Oy,3 Step,3step.in,42.39,False
6,3Step IT Group Oy,3Step IT Oy.,karei.dev,66.34,False
6,3Step IT Group Oy,3 Step,3-step.ru,43.53,False
6,3Step IT Group Oy,3Step IT Group,3stepit.com,78.99,True
6,3Step IT Group Oy,3step,three-step.jp,39.72,False
7,A.T. KEARNEY AB,Atab civiele techniek,atabcivieletechniek.nl,29.65,False
7,A.T. KEARNEY AB,Jennies Hundsalong,jennieshundsalong.com,38.69,False
7,A.T. KEARNEY AB,A&T VVS,atvvs.nu,38.41,False
7,A.T. KEARNEY AB,Kearney India,kearney.in,50.71,False
7,A.T. KEARNEY AB,AT RÖRSERVICE,vvshagersten.se,62.95,True
8,A. T. KEARNEY PTE. LTD,Binary Core,binarycore.com,29.71,False
8,A. T. KEARNEY PTE. LTD,ATKEARNEY,atkearney.top,44.89,False
8,A. T. KEARNEY PTE. LTD,Atkearney,atkearney.dk,44.89,False
8,A. T. KEARNEY PTE. LTD,Kearney,kearney.cn,45.74,True
8,A. T. KEARNEY PTE. LTD,At Kearney 361 Grad,atkearney361grad.de,44.68,False
9,AALBORG CITY,Aalborg Hotel,aalborg-airport-hotel-norresundby.booked.net,69.85,False
9,AALBORG CITY,AALBORG CITY,aalborgcity.dk,98.64,True
9,AALBORG CITY,Aalborg City Gymnasium,aalborgcitygymnasium.dk,87.58,False
9,AALBORG CITY,Aalborg City Cup,aalborg-citycup.dk,93.04,False
9,AALBORG CITY,Aalborg City Kiropraktik,aalborgcitykiropraktik.dk,86.01,False
10,ACCENTURE SERVICES AS,Accentures,logindetails.info,43.66,False
10,ACCENTURE SERVICES AS,Accenture Bratislava Campus Office,,25.94,False
10,ACCENTURE SERVICES AS,Accenture,,26.22,False
10,ACCENTURE SERVICES AS,Accenture Norge,accenture.no,76.67,True
10,ACCENTURE SERVICES AS,Accenture,,25.54,False
11,Accutics ApS,Kold Partners,koldpartners.com,44.34,False
11,Accutics ApS,Reffo Invest,reffoinvest.com,40.0,False
11,Accutics ApS,Accutics,accutics.webflow.io,59.86,False
11,Accutics ApS,Accutics,accutics.com,76.16,True
11,Accutics ApS,Ordeno,ordeno.io,35.33,False
12,ACOME,Immobilière Rolline,immo-rolline.fr,60.0,False
12,ACOME,Acome Waga,,37.62,False
12,ACOME,Acome Xintai Cables Co. Ltd.,,13.66,False
12,ACOME,ACOME Company a Cooperative,acome.com,71.67,True
12,ACOME,A-COME motocykly Klatovy,motoklatovy.cz,31.46,False
13,"ACOME XINTAI CABLES CO., LTD.",Acome Xintai Cables Co. Ltd.,,50.73,False
13,"ACOME XINTAI CABLES CO., LTD.",Orient cable,orientcable.com,61.32,True
13,"ACOME XINTAI CABLES CO., LTD.",Power Plus Cable,powerpluscable.com,36.76,False
13,"ACOME XINTAI CABLES CO., LTD.",Qingdao Acome Machinery Co. Ltd.,acometech.com,58.94,False
13,"ACOME XINTAI CABLES CO., LTD.",Sunyking,sunyking.com,45.18,False
14,ADAPT A/S,Adaptas,adaptas.ch,59.96,False
14,ADAPT A/S,Adapt,a-dapt.dk,79.08,False
14,ADAPT A/S,Adaptas,adaptas.co.uk,57.86,False
14,ADAPT A/S,Adapt Agency,adaptagency.com,79.89,False
14,ADAPT A/S,Co adapt,co-adapt.dk,85.63,True
15,ADECCO A/S,Elektriker Lyngby,elektriker-lyngby.dk,53.88,False
15,ADECCO A/S,Adecco Hillerød,,33.31,False
15,ADECCO A/S,Adecco Fredericia,adecco.dk,75.87,True
15,ADECCO A/S,Crone & Co.,croneandco.com,49.43,False
15,ADECCO A/S,Thomas Møgelberg,tmoegelberg.dk,56.54,False
16,ADECCO PERSONNEL PTE LTD,Personnel & Organization Development Pte Ltd.,,29.71,False
16,ADECCO PERSONNEL PTE LTD,Adecco Singapore,adecco.com.sg,89.18,True
16,ADECCO PERSONNEL PTE LTD,Adecco Singapore Pte. Ltd.,,38.8,False
16,ADECCO PERSONNEL PTE LTD,Adecco Corporation Pte. Ltd.,,39.23,False
16,ADECCO PERSONNEL PTE LTD,Adecot Tech,adecottech.pages.dev,38.29,False
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Elektro Morz,moerz-elektro.com,46.62,False
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Adobe,adobe.com,43.7,False
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Neo Environmental,neo-environmental.co.uk,32.38,False
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Adobe Systems Software Ireland,,53.29,False
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Adobe X 김씨네 과일,adobe-kimsfruits.com,58.4,True
18,ADVANCED DIGITAL BROADCAST SA,ADB,adbglobal.com,58.06,False
18,ADVANCED DIGITAL BROADCAST SA,Advanced Eco Jet Services SA.,aejets.ch,70.23,True
18,ADVANCED DIGITAL BROADCAST SA,HYS EVENTS,hys.at,44.8,False
18,ADVANCED DIGITAL BROADCAST SA,Advanced Digital Broadcast Holdings SA.,adbholdings.com,61.81,False
18,ADVANCED DIGITAL BROADCAST SA,DBC Digital Broadcast Consulting GmbH,dbc-broadcast.de,50.13,False
19,Advanced Network Solutions Sdn Bhd,Advanced Energy,,30.93,False
19,Advanced Network Solutions Sdn Bhd,Advanced Intelligent Network Sdn. Bhd.,,40.48,False
19,Advanced Network Solutions Sdn Bhd,Advanced Security Network Sdn. Bhd.,,47.83,False
19,Advanced Network Solutions Sdn Bhd,Advanced Engineering Construction Sdn. Bhd.,,40.91,False
19,Advanced Network Solutions Sdn Bhd,Advanced Network Solutions Sdn. Bhd.,,58.86,True
20,ADVANSIA AS,Advansia,advansia.com,60.91,False
20,ADVANSIA AS,Advansia,advansia.co.id,58.68,False
20,ADVANSIA AS,Advansia AS,afadvansia-prosjektweb.com,72.97,False
20,ADVANSIA AS,Advansia,advansia.no,93.68,True
20,ADVANSIA AS,Advansia Agroscience,advansiaagroscience.com,53.89,False
21,AEGER GROUP AS,AEGER Ingeniería,aeger.es,50.67,False
21,AEGER GROUP AS,Aeger Iuris,aeger.pl,52.6,False
21,AEGER GROUP AS,Aeger,,24.39,False
21,AEGER GROUP AS,Aeger Creative,aeger.net,50.93,False
21,AEGER GROUP AS,Aeger Group,aeger.no,95.2,True
22,AFFIRMED NETWORKS INC,Affirmed Armor,affirmedarmor.com,62.76,False
22,AFFIRMED NETWORKS INC,Affirmed Missions Inc.,affirmedmissionsinc.org,58.55,False
22,AFFIRMED NETWORKS INC,Affirmed Networks,affirmednetworks.com,79.85,True
22,AFFIRMED NETWORKS INC,Affirmed Cyber,affirmedcyber.com,63.43,False
22,AFFIRMED NETWORKS INC,Affirmed Wellness,affirmedwellness.com,58.37,False
23,Agg Power Technology (Fuzhou) Co Ltd.,AGG power,aggpower.com,57.91,False
23,Agg Power Technology (Fuzhou) Co Ltd.,AGG power,aggpower.com,59.08,False
23,Agg Power Technology (Fuzhou) Co Ltd.,AGG,aggkerbt.com,30.7,False
23,Agg Power Technology (Fuzhou) Co Ltd.,Bragg Race,braggrace.com,29.7,False
23,Agg Power Technology (Fuzhou) Co Ltd.,AGG Power,aggpower.cn,73.78,True
24,AIA Berhad,AIA Public Takaful Sungai Buloh Medical Card & Hibah,,24.95,False
24,AIA Berhad,AIA Malaysia,aia.com.my,78.18,True
24,AIA Berhad,AIA Pasir Gudang - Khuzairi Muslim Izzgroup,,23.07,False
24,AIA Berhad,Info Plan Takaful AIA,takafulexpert.com,46.07,False
24,AIA Berhad,AIA PRS,aia-prs.com.my,77.53,False
25,AIG EUROPE S.A. NUF,AIG Norge,aig.no,95.29,True
25,AIG EUROPE S.A. NUF,BårdarTV,baardar.no,62.94,False
25,AIG EUROPE S.A. NUF,AIG PEP V Asia LP.,ai-peaksync.pro,49.56,False
25,AIG EUROPE S.A. NUF,Bertel O. Steen Kapital,boskapital.com,48.33,False
25,AIG EUROPE S.A. NUF,AIG bygg AS,,26.0,False
26,AKTIESELSKABET RODOVRE CENTRUM,Rødovre Centrum,roedovrecentrum.dk,83.89,True
26,AKTIESELSKABET RODOVRE CENTRUM,Aktieselskabet Rødovre Centrum,,58.67,False
26,AKTIESELSKABET RODOVRE CENTRUM,Aktieselskabet Tlk Of 1971,,41.47,False
26,AKTIESELSKABET RODOVRE CENTRUM,Aktieselskabet Jysk Entreprise bridalstore,,34.87,False
26,AKTIESELSKABET RODOVRE CENTRUM,HAUX,haux.com,51.07,False
27,ALLEN OVERY SHEARMAN STERLING LLP,A&O Shearman,aoshearman.com,81.4,True
27,ALLEN OVERY SHEARMAN STERLING LLP,Allen & Overy,ruallenovery.com,48.24,False
27,ALLEN OVERY SHEARMAN STERLING LLP,Shearman & Sterling,aoshearman.com,71.47,False
27,ALLEN OVERY SHEARMAN STERLING LLP,Allen Construction Consultancy,,30.3,False
27,ALLEN OVERY SHEARMAN STERLING LLP,Allen Mill,allenmill.com,49.32,False
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Marubeni-Itochu Tubulars Asia,misteel.com.sg,65.84,True
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Altair Global Relocation,ovoaltair.com,50.24,False
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Altair Aesthetic,altairaesthetic.com,61.76,False
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Ecogradia,ecogradia.com,52.67,False
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Altair Global B.V.,,26.69,False
29,"AMAZON WEB SERVICES, INC.",Amazon Web Services | API Gateway,,48.97,False
29,"AMAZON WEB SERVICES, INC.",P o STER ART,posterart.art,71.23,True
29,"AMAZON WEB SERVICES, INC.",Amazon,amazon.jobs,59.89,False
29,"AMAZON WEB SERVICES, INC.",Amazon,amazon.com,63.46,False
29,"AMAZON WEB SERVICES, INC.",Amazon Locker - Rhett,,39.13,False
30,AMAZON WEB SERVICES EMEA SARL,NIX Europe,nixstech.com,25.88,False
30,AMAZON WEB SERVICES EMEA SARL,TKBEL,tkbel.fr,65.3,True
30,AMAZON WEB SERVICES EMEA SARL,Covetrus,covetrus.com,28.74,False
30,AMAZON WEB SERVICES EMEA SARL,Amazon Web Services EMEA,logitech-events.com,52.23,False
30,AMAZON WEB SERVICES EMEA SARL,Les Fines Gueules,les-fines-gueules.com,31.83,False
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Amazon Web Services EMEA,logitech-events.com,43.04,False
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Banh Mi XO,banhmixo.no,65.0,True
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Covetrus,covetrus.com,32.12,False
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Norwegian Seafood Supply,norwegian-seafoodsupply.com,50.09,False
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Amazon E Store,amazonestore.pk,57.05,False
32,AMDOCS DEVELOPMENT LIMITED,Amdocs,amdocs.com,47.0,True
32,AMDOCS DEVELOPMENT LIMITED,Amdocs,ech0.co.uk,32.0,False
32,AMDOCS DEVELOPMENT LIMITED,Amdocs,xacct.net,31.0,False
32,AMDOCS DEVELOPMENT LIMITED,Amdocs Offices,,23.53,False
32,AMDOCS DEVELOPMENT LIMITED,Amdocs,amdocshealth.com,38.55,False
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",HONDA,honda.dk,56.6,True
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",American Express Corp.,,18.69,False
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",Aisin Europe,aisin-europe.com,41.98,False
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",Joompay,joompay.com,30.55,False
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",American Steakhouse,butcher.dk,53.38,False
34,American Express Europe SA (Norway),American Express,americanexpress.vip,49.1,False
34,American Express Europe SA (Norway),American Express Corp.,,28.33,False
34,American Express Europe SA (Norway),American Express Europe S.A. Magyarországi Fióktelepe,,28.03,False
34,American Express Europe SA (Norway),American Express Company AS,americanexpress.no,87.39,True
34,American Express Europe SA (Norway),American Express,americanexpress.com,49.1,False
35,ANALYSYS MASON AS,ANALYSYS,analysys-jarnac.fr,52.43,False
35,ANALYSYS MASON AS,Analysys Mason,analysysmason.com,62.2,False
35,ANALYSYS MASON AS,Analysys Mason,analysys.com,63.13,True
35,ANALYSYS MASON AS,AnalySys,analysys.co.jp,55.33,False
35,ANALYSYS MASON AS,Analysys Technology,analysys.tech,50.86,False
36,MASON SITE FINDER LIMITED,Mason Williams Accountants,masonwilliamsaccountants.co.uk,46.5,False
36,MASON SITE FINDER LIMITED,R Mason Site Services Ltd.,,39.52,False
36,MASON SITE FINDER LIMITED,Mason Transport & Logistics,masontransportlogistics.com,50.91,False
36,MASON SITE FINDER LIMITED,Mason Dr H,,33.65,False
36,MASON SITE FINDER LIMITED,Mason Contract Services,masongroup.co.uk,51.67,True
37,ANDCO A/S,ANDCO A/S.,projetoeuropaclubeuropeu.blogspot.com,52.89,False
37,ANDCO A/S,Trinidadpvcceiling,trinidadpvcceiling.com,39.22,False
37,ANDCO A/S,And-Co,and-co.it,53.83,False
37,ANDCO A/S,AndCo,andco.com.au,53.57,False
37,ANDCO A/S,Andco A/S.,andco.dk,97.89,True
38,Annalect Denmark A/S,Annalect,annalect-data.info,64.6,False
38,Annalect Denmark A/S,DRUM Aotearoa NZ,drumagency.co.nz,31.96,False
38,Annalect Denmark A/S,ANNALECT,annalectnordics.com,63.66,False
38,Annalect Denmark A/S,Annalect,,25.08,False
38,Annalect Denmark A/S,TRANSACT,omctransact.dk,73.82,True
39,Anne Mette Lund,Mette Lund Keramik,mettelund-keramik.dk,72.85,False
39,Anne Mette Lund,Klinik for Fodterapi - Grenaa,fodterapi-grenaa.dk,52.3,False
39,Anne Mette Lund,Anne Mette Høy,mindre-stress.dk,74.85,False
39,Anne Mette Lund,Anne Lund,annelund.dk,78.21,False
39,Anne Mette Lund,Anne Katrine Lund,annekatrinelund.dk,78.75,True
40,ANRITSU A/S,ANRITSU,tiancunwu.com,46.74,False
40,ANRITSU A/S,Anteros Zagreb,,27.75,False
40,ANRITSU A/S,Anritsu,anritsu.com,58.61,True
40,ANRITSU A/S,Anritsu,anritsu.info,56.11,False
40,ANRITSU A/S,Anritsu Hardware Co.Ltd,anritsuhardware.com,43.18,False
41,Aon Assessment Denmark A/S,Aon Corporation Australia,aon.com,44.44,False
41,Aon Assessment Denmark A/S,Aon Invest A/S.,,32.71,False
41,Aon Assessment Denmark A/S,Daman,damandigital.com,48.63,False
41,Aon Assessment Denmark A/S,CANEA,canea.com,49.32,True
41,Aon Assessment Denmark A/S,Globe Tracker,globetracker.com,47.04,False
42,AON NORWAY AS,Aon Norway,,54.78,False
42,AON NORWAY AS,AON THAI CUISINE & TAKEAWAY,,36.0,False
42,AON NORWAY AS,ECO STOR,eco-stor.com,51.38,False
42,AON NORWAY AS,Aon Assessment Norge,,36.97,False
42,AON NORWAY AS,Cicero Consulting,cicero.no,59.42,True
43,APPDYNAMICS UK LTD,Appdynamics,btimw.org,46.74,False
43,APPDYNAMICS UK LTD,AppDynamics,appdynamics.shop,55.34,False
43,APPDYNAMICS UK LTD,AppDynamic,stluciakitefiesta.com,54.91,False
43,APPDYNAMICS UK LTD,AppDynamics,appd.com,57.45,True
43,APPDYNAMICS UK LTD,AppDynamicsTech,appdynamicstech.org,53.78,False
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Naturliga Bloggen,naturligabloggen.blogspot.com,60.37,True
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple Distribution International Limited,ouspacesellers.store,55.77,False
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple green TRUCK AIR FOR WHEELS,,27.78,False
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple Distribution International,,45.56,False
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Android CentralAndroid,centralandroidinfo.netlify.app,56.0,False
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Android CentralAndroid,centralandroidinfo.netlify.app,61.0,False
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple green TRUCK AIR FOR WHEELS,,27.78,False
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Naturliga Bloggen,naturligabloggen.blogspot.com,70.37,True
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple Distribution International Limited,ouspacesellers.store,60.77,False
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Apple Distribution International,,55.56,False
46,Apple Malaysia Sdn. Bhd.,Apple Malaysia Sdn Bhd.,,59.15,False
46,Apple Malaysia Sdn. Bhd.,APPLE VISION,apple-vision.com,59.05,False
46,Apple Malaysia Sdn. Bhd.,Apple 101,apple101.com.my,75.21,False
46,Apple Malaysia Sdn. Bhd.,APPLE MM2H SDN. BHD.,applemm2h.com,64.26,False
46,Apple Malaysia Sdn. Bhd.,Apple Maids,applemaids.net.my,83.05,True
47,Apple South Asia (Thailand) Co Ltd,Asia biogas,asiabiogas.com,54.32,True
47,Apple South Asia (Thailand) Co Ltd,Apple beautiful eyebrows Kalasin,,30.0,False
47,Apple South Asia (Thailand) Co Ltd,Apple Laundry&Dry-clean,,28.98,False
47,Apple South Asia (Thailand) Co Ltd,South East Asia Sails,southeastasiasails.com,52.47,False
47,Apple South Asia (Thailand) Co Ltd,Apple Zeed,applezeed.com,49.66,False
48,ARELION NORWAY AS,Arelion,arelion.wordpress.com,48.33,False
48,ARELION NORWAY AS,Mixto As,mixto.no,67.0,True
48,ARELION NORWAY AS,Arelion Austria GmbH.,arelion.at,48.16,False
48,ARELION NORWAY AS,Arelion,arelion.com,50.33,False
48,ARELION NORWAY AS,Arelion,arelion.de,50.32,False
49,Arelion AB,Arelion,arelion.com,70.61,True
49,Arelion AB,Arelion Austria GmbH.,arelion.at,50.81,False
49,Arelion AB,Arelion,arelion.de,61.27,False
49,Arelion AB,Arelion,arelion.wordpress.com,57.94,False
49,Arelion AB,Arelion Comparte Paz,,27.53,False
50,ARY COMMUNICATIONS LIMITED,ARY News,arynews.tv,49.2,False
50,ARY COMMUNICATIONS LIMITED,Communications Network International,cnisolutions.net,54.48,False
50,ARY COMMUNICATIONS LIMITED,ARY SERVICES LIMITED,aryservices.com.pk,68.59,True
50,ARY COMMUNICATIONS LIMITED,Jeeto Pakistan Helpline,jeetopakistanheadofficehelpline.com,37.13,False
50,ARY COMMUNICATIONS LIMITED,Unisoft Computer & Communication,unisoftcc.com,57.98,False
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Iie Smu,iie.smu.edu.sg.w3snoop.com,38.4,False
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Ascio Status,asciostatus.com,35.13,False
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Ascio Technologies,ascio.com,56.59,True
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Gilfelt Revision,gilfeltrevision.dk,55.6,False
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Digitalsero,digitalsero.com,38.86,False
52,ASIAINFO DENMARK ApS,Drys Denmark,drysdenmark.dk,75.15,True
52,ASIAINFO DENMARK ApS,Seagems group,seagems.com,35.99,False
52,ASIAINFO DENMARK ApS,AsiaInfo,asiainfo.eu,68.47,False
52,ASIAINFO DENMARK ApS,Norm Denmark,normdenmark.com,59.85,False
52,ASIAINFO DENMARK ApS,Birk Denmark,birkdenmark.com,59.8,False
53,Atea A/S,Atea World,atea.world,48.33,False
53,Atea A/S,A.T.E.A. sprl,elec-atea.be,42.86,False
53,Atea A/S,Atea Danmark,atea.dk,84.0,True
53,Atea A/S,Atea Anlæg ApS.,ateaanlaeg.dk,73.29,False
53,Atea A/S,Atea Transport,ateatransport.dk,73.4,False
54,ATEA AS,Atea Kristiansund,,37.33,False
54,ATEA AS,Atea Finance AS,,45.45,False
54,ATEA AS,Atea Logistics,atea.com,67.86,False
54,ATEA AS,Atea,bajaz.no,73.61,False
54,ATEA AS,Atea ASA.,atea.no,95.0,True
55,Atea Sverige AB,Atea Logistics,atea.com,66.57,False
55,Atea Sverige AB,Atea Finance AB.,,42.73,False
55,Atea Sverige AB,Voister,voister.se,87.06,False
55,Atea Sverige AB,Atea Sverige,atea.se,92.48,True
55,Atea Sverige AB,Faxe365,faxe365.com,54.71,False
56,NP Investment A/S,Investment Fund for Developing Countries,ifu.dk,59.06,True
56,NP Investment A/S,Np Finans A/S.,,37.88,False
56,NP Investment A/S,Investment Factory A.Ş.,investmentfactory.com.tr,46.49,False
56,NP Investment A/S,National Police Air Service,npas.police.uk,36.26,False
56,NP Investment A/S,Np International A/S.,,39.59,False
57,ATREBO SL,Punto Recogida Amazon,,33.33,False
57,ATREBO SL,Hotel LD Sevilla,ldsevillahotel.com,54.0,False
57,ATREBO SL,Atrebo,atrebo.com,72.33,False
57,ATREBO SL,Viajes de golf Hole in One,holeinone.es,59.61,False
57,ATREBO SL,Trebolis,trebolis.com,72.58,True
58,AV CENTER AALBORG ApS,AV CENTER,avcenter.dk,76.29,True
58,AV CENTER AALBORG ApS,Aalborg Data,aalborgdata.dk,71.17,False
58,AV CENTER AALBORG ApS,Aalborg Anlægsgartneri,aalborganlaegsgartneri.dk,62.99,False
58,AV CENTER AALBORG ApS,Aalborg Chokoladen,aalborgchokoladen.dk,67.14,False
58,AV CENTER AALBORG ApS,Aalborg Kloakservice,aakloak.dk,66.08,False
59,aviat networks bangladesh ltd.,Aviat,,11.43,False
59,aviat networks bangladesh ltd.,Aviat Inc.,aviatinc.com,38.0,False
59,aviat networks bangladesh ltd.,Aviat Electric Store,,29.2,False
59,aviat networks bangladesh ltd.,AVIAT,aviatworldnet.org,32.34,False
59,aviat networks bangladesh ltd.,Aviat Networks,aviatservices.com,44.03,True
60,Aviat Networks Japan LLC,Aviat Networks,atgnation.com,47.81,False
60,Aviat Networks Japan LLC,AVIAT,aviatworldnet.org,34.7,False
60,Aviat Networks Japan LLC,AVIAT NETWORKS,aviatnetworks.com,53.32,True
60,Aviat Networks Japan LLC,Aviat Networks,aviatnetworks.wordpress.com,53.32,True
60,Aviat Networks Japan LLC,Aviat Networks,aviatspms.com,50.19,False
61,AWAN DISTRIBUTION FZC,AWAN DISTRIBUTION,awandistribution.com,63.6,True
61,AWAN DISTRIBUTION FZC,Max Lead Advertising,maxleadadvertising.com,55.82,False
61,AWAN DISTRIBUTION FZC,ISDF,isdfuae.com,59.12,False
61,AWAN DISTRIBUTION FZC,Dar Molhimon,darmolhimon.com,52.52,False
61,AWAN DISTRIBUTION FZC,Awan Building Contg LLC.,,31.33,False
62,Axteq ApS,Parlock,parlock.dk,59.07,False
62,Axteq ApS,Axteq,axteq.com,57.57,False
62,Axteq ApS,Zegowater,zegowater.com,50.26,False
62,Axteq ApS,Axteq Technology Pvt Ltd.,,17.58,False
62,Axteq ApS,Axteq,axteq.dk,97.89,True
63,Az-Technology Sdn. Bhd.,AZ Technology,aztechbkk.com,50.42,False
63,Az-Technology Sdn. Bhd.,Aztechnology And Partners,aztechnology.id,52.96,False
63,Az-Technology Sdn. Bhd.,AZ Technology,az-techno1ogy.com,50.51,False
63,Az-Technology Sdn. Bhd.,AZ Technology Solutions,aztechnologysolutions.com.au,47.14,False
63,Az-Technology Sdn. Bhd.,AZ Technology,az-tech.my,99.11,True
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,BAE Systems Applied Intelligence,baesystemsdetica.com,70.47,True
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,BAE Systems,,18.13,False
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,Bae Systems,,14.25,False
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,BAE Systems,,15.36,False
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,BAE Systems,baesystems.com,52.23,False
65,BASICO P/S,Basico,basico.dk,90.0,True
65,BASICO P/S,Basico,basico.media,55.0,False
65,BASICO P/S,Basico P/S.,,58.1,False
65,BASICO P/S,Basico Agencia de Eventos,basico-agencia-de-eventos.negocio.site,44.3,False
65,BASICO P/S,Basicop,basicops.com,59.01,False
66,"BB CONNECT CO.,LTD.",BBConnect,bbconnect.com.ng,49.05,False
66,"BB CONNECT CO.,LTD.",Bb connect,bb-connect.co.za,51.09,True
66,"BB CONNECT CO.,LTD.",BB Connect GmbH,bbconnect-gmbh.de,47.13,False
66,"BB CONNECT CO.,LTD.",BB Connect LATAM,bbconnectlatam.com,50.96,False
66,"BB CONNECT CO.,LTD.",Amon Tour,amon-tour.com,48.89,False
67,Bb Technology Co Ltd,Truss Development Asia,truss.asia,42.78,False
67,Bb Technology Co Ltd,BB Air Technology Company Limited,,44.0,False
67,Bb Technology Co Ltd,BB Technology Co. Ltd. Ratchaburi,,41.37,False
67,Bb Technology Co Ltd,MAXITASK,maxitask.com,51.1,False
67,Bb Technology Co Ltd,BBtec,bbtec.co.th,87.6,True
